# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GFF" "-t" "CDS" "-g" "ID" "-a" "e745_annot.gff" "-o" "tnseq_master_counts.txt" "alignments/trim_ERR1801006_pass.bam" "alignments/trim_ERR1801007_pass.bam" "alignments/trim_ERR1801008_pass.bam" "alignments/trim_ERR1801009_pass.bam" "alignments/trim_ERR1801010_pass.bam" "alignments/trim_ERR1801011_pass.bam" "alignments/trim_ERR1801012_pass.bam" "alignments/trim_ERR1801013_pass.bam" "alignments/trim_ERR1801014_pass.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/trim_ERR1801006_pass.bam	alignments/trim_ERR1801007_pass.bam	alignments/trim_ERR1801008_pass.bam	alignments/trim_ERR1801009_pass.bam	alignments/trim_ERR1801010_pass.bam	alignments/trim_ERR1801011_pass.bam	alignments/trim_ERR1801012_pass.bam	alignments/trim_ERR1801013_pass.bam	alignments/trim_ERR1801014_pass.bam
IBPFAHIO_01613	tig00000001	1604600	1606012	+	1413	0	18	0	0	17	43	0	75	0
IBPFAHIO_01614	tig00000001	1606334	1607845	+	1512	0	0	0	0	0	0	0	0	0
IBPFAHIO_01615	tig00000001	1607975	1608325	+	351	0	0	0	0	0	0	0	0	0
IBPFAHIO_01616	tig00000001	1608341	1609462	+	1122	0	0	0	0	0	0	0	0	0
IBPFAHIO_01617	tig00000001	1609473	1609835	+	363	0	0	1	0	0	0	0	0	0
IBPFAHIO_01618	tig00000001	1610011	1610280	-	270	0	0	0	0	0	0	0	0	2
IBPFAHIO_01619	tig00000001	1610470	1611417	+	948	0	0	0	0	0	0	0	0	0
IBPFAHIO_01620	tig00000001	1611723	1614428	+	2706	48	10	200	26	3	93	34	60	264
IBPFAHIO_01621	tig00000001	1615024	1616847	+	1824	0	0	0	0	0	0	0	0	0
IBPFAHIO_01622	tig00000001	1617649	1617912	+	264	0	0	0	0	0	0	0	0	0
IBPFAHIO_01623	tig00000001	1617912	1618178	+	267	0	0	0	0	0	0	0	0	0
IBPFAHIO_01624	tig00000001	1618379	1618867	+	489	0	0	0	0	0	0	0	0	0
IBPFAHIO_01625	tig00000001	1619066	1619164	+	99	0	0	0	0	0	0	0	0	0
IBPFAHIO_01626	tig00000001	1619409	1620080	-	672	0	0	0	0	0	0	65	0	0
IBPFAHIO_01627	tig00000001	1620077	1620994	-	918	26	104	70	33	0	287	42	200	108
IBPFAHIO_01628	tig00000001	1620991	1621632	-	642	0	0	0	0	0	0	0	0	0
IBPFAHIO_01629	tig00000001	1621636	1622811	-	1176	321	112	127	110	0	250	236	128	184
IBPFAHIO_01630	tig00000001	1623004	1624035	+	1032	41	0	0	0	1	47	0	0	0
IBPFAHIO_01631	tig00000001	1624654	1624962	+	309	0	0	0	0	0	0	0	0	0
IBPFAHIO_01632	tig00000001	1625002	1627293	+	2292	0	3	0	0	0	51	0	58	9
IBPFAHIO_01633	tig00000001	1627461	1628159	-	699	0	0	0	0	0	0	0	0	0
IBPFAHIO_01634	tig00000001	1628376	1629521	+	1146	0	0	0	0	0	0	0	0	0
IBPFAHIO_01635	tig00000001	1629618	1629998	+	381	0	0	0	0	0	0	0	0	0
IBPFAHIO_01636	tig00000001	1630338	1631657	-	1320	0	7	10	0	0	0	0	0	0
IBPFAHIO_01637	tig00000001	1631986	1634583	+	2598	71	104	0	0	0	47	235	21	64
IBPFAHIO_01638	tig00000001	1634937	1635890	+	954	62	76	0	24	65	172	46	99	19
IBPFAHIO_01639	tig00000001	1635814	1636002	-	189	0	0	0	0	0	0	0	0	0
IBPFAHIO_01640	tig00000001	1636155	1637615	+	1461	48	69	208	182	99	55	197	0	0
IBPFAHIO_01641	tig00000001	1637612	1638868	+	1257	53	209	0	343	0	273	31	120	62
IBPFAHIO_01642	tig00000001	1638882	1639727	+	846	0	0	0	0	0	0	0	0	0
IBPFAHIO_01643	tig00000001	1639729	1640040	+	312	0	0	0	0	0	36	0	0	0
IBPFAHIO_01644	tig00000001	1640122	1641273	+	1152	406	328	89	376	365	418	311	403	404
IBPFAHIO_01645	tig00000001	1641400	1642158	+	759	0	0	0	0	0	0	0	0	0
IBPFAHIO_01646	tig00000001	1642258	1642902	+	645	0	28	69	0	99	199	64	150	80
IBPFAHIO_01647	tig00000001	1642909	1643916	+	1008	0	0	0	0	0	0	0	0	0
IBPFAHIO_01648	tig00000001	1643932	1644774	+	843	0	0	0	0	0	0	0	0	0
IBPFAHIO_01649	tig00000001	1644791	1644925	+	135	0	0	16	0	0	0	0	0	0
IBPFAHIO_01650	tig00000001	1644922	1645596	+	675	0	20	0	0	0	0	0	12	17
IBPFAHIO_01651	tig00000001	1645845	1646909	-	1065	0	0	0	0	0	0	0	0	0
IBPFAHIO_01652	tig00000001	1646906	1647991	-	1086	0	0	0	0	0	0	0	0	0
IBPFAHIO_01653	tig00000001	1648004	1648981	-	978	0	0	0	0	0	0	0	0	0
IBPFAHIO_01654	tig00000001	1648974	1649918	-	945	0	0	0	0	0	0	0	0	0
IBPFAHIO_01655	tig00000001	1650240	1650893	+	654	0	0	0	0	0	0	0	0	0
IBPFAHIO_01656	tig00000001	1650978	1651883	+	906	46	80	67	243	63	232	66	181	162
IBPFAHIO_01657	tig00000001	1651885	1652517	-	633	0	0	0	0	0	0	0	0	0
IBPFAHIO_01658	tig00000001	1652837	1653361	+	525	0	0	0	0	0	0	0	0	0
IBPFAHIO_01659	tig00000001	1653433	1653633	+	201	0	0	0	0	0	0	0	0	0
IBPFAHIO_01660	tig00000001	1653686	1654045	+	360	0	0	0	0	0	0	0	0	0
IBPFAHIO_01661	tig00000001	1654297	1655634	+	1338	67	26	0	59	0	18	0	29	26
IBPFAHIO_01662	tig00000001	1655682	1657811	+	2130	0	25	0	38	19	32	0	0	27
IBPFAHIO_01663	tig00000001	1657786	1658475	+	690	0	0	0	0	0	0	0	0	0
IBPFAHIO_01664	tig00000001	1658786	1659472	-	687	56	38	214	46	355	0	0	38	0
IBPFAHIO_01665	tig00000001	1659608	1659775	-	168	0	0	0	11	0	0	0	0	0
IBPFAHIO_01666	tig00000001	1659852	1660292	-	441	0	1	0	63	0	34	120	54	4
IBPFAHIO_01667	tig00000001	1660296	1661141	-	846	0	0	0	0	0	0	0	0	0
IBPFAHIO_01668	tig00000001	1661290	1662708	+	1419	0	0	0	0	0	0	0	0	0
IBPFAHIO_01669	tig00000001	1662765	1663055	-	291	0	0	0	0	0	0	0	0	0
IBPFAHIO_01670	tig00000001	1663178	1663495	+	318	0	0	0	0	0	0	0	0	0
IBPFAHIO_01671	tig00000001	1663571	1664527	-	957	0	0	0	0	0	0	0	0	0
IBPFAHIO_01672	tig00000001	1664699	1665052	-	354	0	0	0	0	0	0	0	0	0
IBPFAHIO_01673	tig00000001	1665251	1666330	+	1080	0	0	0	0	0	0	0	0	0
IBPFAHIO_01674	tig00000001	1666622	1666942	+	321	0	0	0	0	0	0	0	0	0
IBPFAHIO_01675	tig00000001	1666972	1667439	+	468	0	0	0	0	0	0	0	0	0
IBPFAHIO_01676	tig00000001	1667749	1668354	+	606	0	0	0	0	0	0	0	0	0
IBPFAHIO_01677	tig00000001	1668412	1669695	-	1284	0	0	0	0	0	0	0	0	0
IBPFAHIO_01678	tig00000001	1670148	1670627	+	480	0	109	0	88	6	171	0	56	38
IBPFAHIO_01679	tig00000001	1671002	1671838	-	837	0	0	0	0	0	0	0	0	0
IBPFAHIO_01680	tig00000001	1671874	1672164	-	291	0	0	0	0	0	0	0	0	0
IBPFAHIO_01681	tig00000001	1672375	1673505	+	1131	0	0	0	0	0	0	0	0	0
IBPFAHIO_01682	tig00000001	1673673	1674581	+	909	22	28	0	27	0	30	16	55	25
IBPFAHIO_01683	tig00000001	1674668	1675522	+	855	65	138	276	64	0	14	126	0	0
IBPFAHIO_01684	tig00000001	1675619	1677868	+	2250	0	0	0	0	0	0	0	0	0
IBPFAHIO_01685	tig00000001	1677871	1679043	+	1173	0	0	0	0	0	0	0	0	0
IBPFAHIO_01686	tig00000001	1679221	1680540	+	1320	0	10	12	0	0	0	0	0	0
IBPFAHIO_01687	tig00000001	1680945	1681304	+	360	0	0	0	0	0	0	0	0	0
IBPFAHIO_01688	tig00000001	1681283	1682059	+	777	158	43	118	78	68	116	46	68	31
IBPFAHIO_01689	tig00000001	1682310	1682618	+	309	0	20	0	0	0	0	0	0	0
IBPFAHIO_01690	tig00000001	1682645	1682944	+	300	0	0	0	0	0	0	0	0	0
IBPFAHIO_01691	tig00000001	1683118	1683669	+	552	0	0	15	41	0	0	0	21	30
IBPFAHIO_01692	tig00000001	1683976	1685295	-	1320	0	6	11	0	0	0	0	0	0
IBPFAHIO_01693	tig00000001	1685499	1685792	+	294	0	0	0	0	0	0	0	0	0
IBPFAHIO_01694	tig00000001	1685785	1686081	+	297	59	79	0	69	0	210	0	64	234
IBPFAHIO_01695	tig00000001	1686156	1686818	+	663	135	0	1	0	0	0	0	0	0
IBPFAHIO_01696	tig00000001	1687663	1688565	+	903	0	0	0	0	0	0	0	0	0
IBPFAHIO_01697	tig00000001	1688859	1690253	+	1395	0	49	0	0	0	4	0	0	0
IBPFAHIO_01698	tig00000001	1690304	1690504	+	201	0	0	0	0	0	0	0	0	0
IBPFAHIO_01699	tig00000001	1690682	1690921	+	240	0	0	0	0	0	0	0	0	0
IBPFAHIO_01700	tig00000001	1690937	1692310	+	1374	0	0	0	0	0	29	0	0	0
IBPFAHIO_01701	tig00000001	1692314	1693951	+	1638	0	11	0	0	0	0	0	58	0
IBPFAHIO_01702	tig00000001	1694194	1695282	+	1089	0	0	0	0	0	0	0	0	0
IBPFAHIO_01703	tig00000001	1695530	1696483	+	954	63	63	0	28	79	161	56	103	24
IBPFAHIO_01704	tig00000001	1696519	1696776	+	258	0	0	0	0	0	0	0	0	0
IBPFAHIO_01705	tig00000001	1697009	1697413	+	405	0	53	0	0	0	30	0	135	58
IBPFAHIO_01706	tig00000001	1697432	1700089	+	2658	2222	1989	2408	2594	1309	2678	1418	1322	974
IBPFAHIO_01707	tig00000001	1700161	1700637	+	477	0	0	0	0	0	24	0	0	0
IBPFAHIO_01708	tig00000001	1700651	1701439	+	789	0	32	268	0	0	0	93	124	223
IBPFAHIO_01709	tig00000001	1701441	1702238	+	798	104	38	0	8	3	189	124	58	66
IBPFAHIO_01710	tig00000001	1702257	1702652	+	396	0	0	0	0	0	0	0	0	0
IBPFAHIO_01711	tig00000001	1702654	1703775	+	1122	0	0	0	0	0	0	0	0	0
IBPFAHIO_01712	tig00000001	1703795	1704664	+	870	118	163	0	173	175	131	115	328	95
IBPFAHIO_01713	tig00000001	1704983	1705144	+	162	0	0	0	0	0	0	0	0	0
IBPFAHIO_01714	tig00000001	1705227	1706180	+	954	21	16	0	0	29	88	32	77	0
IBPFAHIO_01715	tig00000001	1706276	1706788	+	513	63	0	0	0	0	0	0	0	0
IBPFAHIO_01716	tig00000001	1707322	1708323	-	1002	0	30	0	0	0	0	0	0	0
IBPFAHIO_01717	tig00000001	1708557	1709798	+	1242	0	63	0	87	0	41	0	0	0
IBPFAHIO_01718	tig00000001	1709945	1710580	+	636	0	0	0	0	0	0	0	0	0
IBPFAHIO_01719	tig00000001	1710802	1712436	+	1635	56	95	76	0	0	0	0	92	0
IBPFAHIO_01720	tig00000001	1712433	1712864	+	432	0	0	0	0	0	0	0	0	0
IBPFAHIO_01721	tig00000001	1712877	1713125	+	249	0	0	0	0	0	0	0	0	0
IBPFAHIO_01722	tig00000001	1713049	1714002	-	954	78	66	0	27	63	162	66	99	15
IBPFAHIO_01723	tig00000001	1714195	1714647	+	453	77	31	88	123	80	68	75	89	70
IBPFAHIO_01724	tig00000001	1714660	1715181	+	522	0	0	0	0	0	1	0	0	0
IBPFAHIO_01725	tig00000001	1715199	1715909	+	711	0	0	0	0	0	0	0	0	0
IBPFAHIO_01726	tig00000001	1716109	1716477	+	369	0	0	0	0	0	0	0	0	0
IBPFAHIO_01727	tig00000001	1716497	1716721	+	225	0	0	0	0	0	0	0	0	0
IBPFAHIO_01728	tig00000001	1716862	1718415	+	1554	0	0	0	0	0	0	0	0	0
IBPFAHIO_01729	tig00000001	1718711	1720024	+	1314	19	0	108	0	0	34	0	0	0
IBPFAHIO_01730	tig00000001	1720351	1721988	+	1638	57	0	0	1	0	0	0	0	0
IBPFAHIO_01731	tig00000001	1722076	1722570	+	495	0	0	0	0	0	0	0	0	0
IBPFAHIO_01732	tig00000001	1722671	1723762	+	1092	45	35	26	0	0	121	0	0	0
IBPFAHIO_01733	tig00000001	1723792	1724469	+	678	0	0	0	0	0	0	0	0	0
IBPFAHIO_01734	tig00000001	1724812	1726107	+	1296	0	0	0	0	0	0	0	0	0
IBPFAHIO_01735	tig00000001	1726097	1727557	+	1461	92	34	0	120	0	138	0	179	19
IBPFAHIO_01736	tig00000001	1727693	1729189	+	1497	95	30	27	0	19	73	0	34	97
IBPFAHIO_01737	tig00000001	1729203	1731026	+	1824	0	12	25	0	0	73	56	13	0
IBPFAHIO_01738	tig00000001	1731027	1731743	+	717	0	9	0	0	0	0	0	0	128
IBPFAHIO_01739	tig00000001	1732049	1733977	+	1929	42	0	0	0	0	0	0	1	78
IBPFAHIO_01740	tig00000001	1734103	1734657	+	555	0	0	0	0	0	0	0	0	0
IBPFAHIO_01741	tig00000001	1735265	1735579	-	315	0	0	0	0	0	0	0	0	0
IBPFAHIO_01742	tig00000001	1735593	1735853	-	261	0	0	0	0	0	0	0	0	0
IBPFAHIO_01743	tig00000001	1736023	1736337	+	315	0	0	0	0	0	0	0	0	0
IBPFAHIO_01744	tig00000001	1736339	1737994	+	1656	477	699	0	170	549	353	7	564	575
IBPFAHIO_01745	tig00000001	1738077	1739927	+	1851	1	0	0	0	0	0	136	43	0
IBPFAHIO_01746	tig00000001	1739924	1740211	+	288	0	0	0	0	0	0	0	0	0
IBPFAHIO_01747	tig00000001	1740386	1740733	+	348	0	0	0	0	0	0	0	0	0
IBPFAHIO_01748	tig00000001	1740892	1742196	+	1305	0	0	0	0	0	0	0	0	0
IBPFAHIO_01749	tig00000001	1742304	1743161	+	858	55	109	280	68	0	80	101	111	0
IBPFAHIO_01750	tig00000001	1743273	1743593	-	321	0	0	0	0	0	0	0	0	0
IBPFAHIO_01751	tig00000001	1743746	1744141	+	396	0	2	0	0	0	1	0	0	0
IBPFAHIO_01752	tig00000001	1744116	1745126	+	1011	97	33	2	37	0	151	162	60	189
IBPFAHIO_01753	tig00000001	1745154	1745759	+	606	0	0	0	0	0	0	0	0	0
IBPFAHIO_01754	tig00000001	1745906	1746571	+	666	0	35	0	0	28	144	82	1	67
IBPFAHIO_01755	tig00000001	1746854	1747513	+	660	0	3	0	0	0	42	0	0	0
IBPFAHIO_01756	tig00000001	1747590	1749200	-	1611	53	57	0	2	0	9	6	20	141
IBPFAHIO_01757	tig00000001	1749213	1749833	-	621	0	0	0	0	0	0	0	0	0
IBPFAHIO_01758	tig00000001	1750036	1750989	+	954	77	65	1	31	80	186	49	100	19
IBPFAHIO_01759	tig00000001	1750913	1751161	-	249	1	26	1	79	1	42	0	0	0
IBPFAHIO_01760	tig00000001	1751415	1752014	+	600	0	0	0	0	0	0	0	0	0
IBPFAHIO_01761	tig00000001	1752083	1753384	-	1302	0	0	0	0	0	0	0	0	0
IBPFAHIO_01762	tig00000001	1753963	1755219	+	1257	0	0	0	0	0	0	0	0	0
IBPFAHIO_01763	tig00000001	1755509	1757386	+	1878	0	0	0	0	0	0	0	0	0
IBPFAHIO_01764	tig00000001	1757629	1759050	+	1422	4	9	135	0	0	23	0	13	62
IBPFAHIO_01765	tig00000001	1759159	1759974	+	816	3	64	0	68	1	1	2	80	2
IBPFAHIO_01766	tig00000001	1760012	1760527	+	516	1853	998	230	1087	390	1475	1263	774	664
IBPFAHIO_01767	tig00000001	1760808	1761827	-	1020	0	0	0	0	0	0	0	0	0
IBPFAHIO_01768	tig00000001	1761849	1762856	-	1008	38	19	0	0	0	0	0	84	62
IBPFAHIO_01769	tig00000001	1762849	1763514	-	666	112	45	9	162	0	0	0	15	63
IBPFAHIO_01770	tig00000001	1763507	1765801	-	2295	1	46	0	62	0	37	0	71	49
IBPFAHIO_01771	tig00000001	1766061	1768226	+	2166	74	72	0	93	43	31	1	2	64
IBPFAHIO_01772	tig00000001	1768530	1769363	+	834	0	0	0	0	0	0	0	0	0
IBPFAHIO_01773	tig00000001	1769466	1771127	-	1662	0	0	0	0	0	0	0	0	0
IBPFAHIO_01774	tig00000001	1772004	1773323	-	1320	0	5	6	0	0	0	0	0	0
IBPFAHIO_01775	tig00000001	1773548	1774516	+	969	0	0	0	0	0	0	0	0	0
IBPFAHIO_01776	tig00000001	1774532	1774975	+	444	0	0	0	0	0	0	0	0	0
IBPFAHIO_01777	tig00000001	1775583	1776113	-	531	0	0	0	0	0	0	0	0	0
IBPFAHIO_01778	tig00000001	1776218	1776769	+	552	0	0	0	0	0	0	0	0	0
IBPFAHIO_01779	tig00000001	1776922	1777395	-	474	79	31	35	141	0	50	0	22	14
IBPFAHIO_01780	tig00000001	1777533	1779005	+	1473	0	0	0	0	0	0	0	0	0
IBPFAHIO_01781	tig00000001	1779002	1779667	+	666	0	0	0	0	0	0	0	0	0
IBPFAHIO_01782	tig00000001	1780064	1780348	+	285	0	0	0	0	0	0	0	0	0
IBPFAHIO_01783	tig00000001	1780629	1781048	-	420	0	60	0	0	0	0	0	0	72
IBPFAHIO_01784	tig00000001	1781050	1781634	-	585	0	0	0	0	0	0	0	0	0
IBPFAHIO_01785	tig00000001	1781681	1783156	-	1476	0	27	0	0	0	0	0	39	33
IBPFAHIO_01786	tig00000001	1783337	1783648	+	312	0	0	0	0	13	37	0	0	0
IBPFAHIO_01787	tig00000001	1783763	1786099	-	2337	876	926	1520	1333	426	1197	828	831	782
IBPFAHIO_01788	tig00000001	1786241	1786909	+	669	0	0	160	0	0	118	112	33	0
IBPFAHIO_01789	tig00000001	1786912	1787955	+	1044	0	0	0	0	0	37	0	0	0
IBPFAHIO_01790	tig00000001	1788192	1789073	-	882	0	0	0	0	0	1	0	0	0
IBPFAHIO_01791	tig00000001	1789232	1789960	+	729	0	0	0	0	0	0	0	0	0
IBPFAHIO_01792	tig00000001	1790116	1790433	+	318	0	0	0	0	0	81	0	0	126
IBPFAHIO_01793	tig00000001	1790426	1791034	+	609	0	0	0	0	0	0	0	0	0
IBPFAHIO_01794	tig00000001	1791050	1791880	+	831	0	0	0	0	0	2	0	0	0
IBPFAHIO_01795	tig00000001	1792018	1792506	+	489	0	0	0	0	0	0	0	0	0
IBPFAHIO_01796	tig00000001	1792557	1793429	+	873	0	10	9	59	0	84	93	29	0
IBPFAHIO_01797	tig00000001	1793605	1793967	+	363	0	0	0	0	0	0	0	0	0
IBPFAHIO_01798	tig00000001	1793976	1794728	+	753	0	0	0	0	0	0	0	0	0
IBPFAHIO_01799	tig00000001	1794742	1796544	+	1803	0	0	0	0	0	0	0	0	0
IBPFAHIO_01800	tig00000001	1796821	1797861	+	1041	21	22	0	5	0	17	18	1	2
IBPFAHIO_01801	tig00000001	1797913	1800057	-	2145	60	8	0	191	0	87	1	114	0
IBPFAHIO_01802	tig00000001	1800414	1801787	-	1374	0	0	0	0	1	0	0	0	0
IBPFAHIO_01803	tig00000001	1801787	1802182	-	396	0	0	0	0	0	0	0	0	0
IBPFAHIO_01804	tig00000001	1802210	1803127	-	918	0	0	0	32	0	0	0	0	53
IBPFAHIO_01805	tig00000001	1803235	1804248	-	1014	0	0	0	0	0	0	0	0	0
IBPFAHIO_01806	tig00000001	1804329	1804928	-	600	7	19	0	0	0	31	64	49	0
IBPFAHIO_01807	tig00000001	1805114	1805815	+	702	0	0	0	0	0	0	0	0	0
IBPFAHIO_01808	tig00000001	1805825	1808536	+	2712	0	1	0	0	0	82	0	0	0
IBPFAHIO_01809	tig00000001	1808987	1810615	+	1629	0	0	0	0	0	0	0	51	0
IBPFAHIO_01810	tig00000001	1810675	1811856	-	1182	0	0	65	129	0	35	0	0	0
IBPFAHIO_01811	tig00000001	1812108	1813637	+	1530	0	0	0	0	0	0	0	0	0
IBPFAHIO_01812	tig00000001	1813706	1814434	-	729	0	0	0	0	0	0	0	0	0
IBPFAHIO_01813	tig00000001	1814447	1815727	-	1281	0	3	0	18	0	51	0	4	0
IBPFAHIO_01814	tig00000001	1815777	1815887	-	111	0	0	0	0	0	0	0	0	0
IBPFAHIO_01815	tig00000001	1815868	1816470	-	603	43	44	0	66	126	27	0	128	0
IBPFAHIO_01816	tig00000001	1816715	1816921	+	207	0	0	0	0	0	0	0	0	0
IBPFAHIO_01817	tig00000001	1817245	1817952	+	708	0	0	0	0	0	0	0	0	0
IBPFAHIO_01818	tig00000001	1818033	1818716	-	684	0	0	0	0	0	0	0	0	0
IBPFAHIO_01819	tig00000001	1818934	1821120	+	2187	0	22	0	114	0	42	0	14	14
IBPFAHIO_01820	tig00000001	1821466	1821876	+	411	0	0	0	0	0	0	0	0	0
IBPFAHIO_01821	tig00000001	1821890	1822246	+	357	0	0	0	0	0	0	0	0	0
IBPFAHIO_01822	tig00000001	1828000	1828470	-	471	0	0	0	0	0	0	0	0	0
IBPFAHIO_01823	tig00000001	1828629	1829087	-	459	0	0	0	0	0	0	0	0	0
IBPFAHIO_01824	tig00000001	1829258	1830403	-	1146	0	0	0	0	0	0	0	0	0
IBPFAHIO_01825	tig00000001	1830416	1831333	-	918	35	0	77	132	0	49	0	1	0
IBPFAHIO_01826	tig00000001	1831761	1832324	+	564	0	0	0	2	0	0	0	29	0
IBPFAHIO_01827	tig00000001	1832810	1834069	+	1260	4	29	0	0	0	0	102	0	0
IBPFAHIO_01828	tig00000001	1834056	1834856	+	801	4	32	0	133	10	43	1	97	71
IBPFAHIO_01829	tig00000001	1834859	1835740	+	882	0	11	0	0	0	38	0	0	0
IBPFAHIO_01830	tig00000001	1835737	1836453	+	717	0	0	0	0	0	0	0	0	0
IBPFAHIO_01831	tig00000001	1836459	1837154	+	696	0	0	0	0	0	0	0	0	0
IBPFAHIO_01832	tig00000001	1837170	1838171	+	1002	0	0	0	0	0	50	9	0	0
IBPFAHIO_01833	tig00000001	1838168	1839529	+	1362	0	0	0	0	0	0	0	0	0
IBPFAHIO_01834	tig00000001	1839489	1840640	+	1152	0	59	0	7	0	0	0	0	52
IBPFAHIO_01835	tig00000001	1840615	1841784	+	1170	0	29	0	3	0	6	0	10	0
IBPFAHIO_01836	tig00000001	1841959	1843338	+	1380	0	0	0	0	0	0	0	36	0
IBPFAHIO_01837	tig00000001	1843566	1843718	+	153	0	0	0	0	0	0	0	0	0
IBPFAHIO_01838	tig00000001	1843715	1844416	+	702	18	21	5	0	0	6	0	17	6
IBPFAHIO_01839	tig00000001	1844605	1845273	+	669	0	0	0	0	0	0	0	0	0
IBPFAHIO_01840	tig00000001	1845473	1845793	-	321	2	0	0	0	0	0	0	0	0
IBPFAHIO_01841	tig00000001	1845830	1847212	-	1383	70	56	78	0	0	74	105	0	164
IBPFAHIO_01842	tig00000001	1847368	1848555	-	1188	0	0	0	0	0	0	0	0	0
IBPFAHIO_01843	tig00000001	1848562	1849593	-	1032	0	0	0	0	0	0	0	0	0
IBPFAHIO_01844	tig00000001	1849596	1851062	-	1467	0	25	0	0	0	0	126	0	0
IBPFAHIO_01845	tig00000001	1851237	1852142	+	906	0	0	0	0	0	0	0	0	0
IBPFAHIO_01846	tig00000001	1852233	1852910	+	678	0	0	0	0	0	0	0	0	0
IBPFAHIO_01847	tig00000001	1852907	1853077	+	171	0	0	0	0	0	0	0	0	0
IBPFAHIO_01848	tig00000001	1853191	1854087	+	897	0	16	0	0	0	0	0	0	0
IBPFAHIO_01849	tig00000001	1854142	1855512	-	1371	0	0	4	97	13	34	108	0	151
IBPFAHIO_01850	tig00000001	1855750	1856496	+	747	0	0	0	0	0	0	0	0	0
IBPFAHIO_01851	tig00000001	1856493	1857332	+	840	13	0	0	0	0	128	0	0	1
IBPFAHIO_01852	tig00000001	1857333	1858283	+	951	0	0	0	158	0	46	0	0	0
IBPFAHIO_01853	tig00000001	1858424	1859176	+	753	0	0	0	0	0	0	0	0	0
IBPFAHIO_01854	tig00000001	1859195	1860346	+	1152	0	0	0	77	0	93	0	83	42
IBPFAHIO_01855	tig00000001	1860730	1861338	+	609	0	0	0	0	0	0	0	0	0
IBPFAHIO_01856	tig00000001	1861506	1863143	+	1638	0	0	0	0	0	0	0	0	0
IBPFAHIO_01857	tig00000001	1863215	1864327	-	1113	0	20	0	31	1	54	0	30	1
IBPFAHIO_01858	tig00000001	1864402	1865775	-	1374	0	0	0	0	0	0	0	0	0
IBPFAHIO_01859	tig00000001	1865996	1866613	+	618	59	0	0	0	0	0	0	209	5
IBPFAHIO_01860	tig00000001	1866711	1867166	+	456	24	10	0	0	0	15	0	0	27
IBPFAHIO_01861	tig00000001	1867184	1868686	+	1503	0	16	2	0	56	0	0	47	0
IBPFAHIO_01862	tig00000001	1868781	1868987	+	207	0	0	0	0	0	0	0	0	0
IBPFAHIO_01863	tig00000001	1869073	1869474	+	402	0	0	0	0	0	0	0	0	0
IBPFAHIO_01864	tig00000001	1869629	1870960	+	1332	137	55	0	57	0	324	0	54	0
IBPFAHIO_01865	tig00000001	1870982	1871608	+	627	0	0	0	0	0	0	0	0	0
IBPFAHIO_01866	tig00000001	1871791	1872372	+	582	25	0	0	44	0	76	0	134	56
IBPFAHIO_01867	tig00000001	1873104	1873451	+	348	0	0	0	0	0	0	0	0	0
IBPFAHIO_01868	tig00000001	1873451	1873666	+	216	0	0	0	0	0	0	0	0	0
IBPFAHIO_01869	tig00000001	1873871	1874209	-	339	0	0	0	0	0	0	0	0	0
IBPFAHIO_01870	tig00000001	1874496	1874726	+	231	0	0	0	0	0	0	0	0	0
IBPFAHIO_01871	tig00000001	1874726	1875067	+	342	0	0	0	0	0	0	0	0	0
IBPFAHIO_01872	tig00000001	1875917	1876102	+	186	0	0	0	0	0	0	0	0	0
IBPFAHIO_01873	tig00000001	1876607	1876801	+	195	0	0	0	0	0	0	0	0	0
IBPFAHIO_01874	tig00000001	1877485	1878315	-	831	65	62	1	29	0	124	65	50	13
IBPFAHIO_01875	tig00000001	1878523	1879857	+	1335	0	0	0	0	0	0	0	0	0
IBPFAHIO_01876	tig00000001	1879898	1880809	+	912	0	0	0	0	0	0	0	0	0
IBPFAHIO_01877	tig00000001	1880806	1881660	+	855	3	0	0	0	0	0	0	0	0
IBPFAHIO_01878	tig00000001	1881657	1882274	+	618	0	0	0	0	0	0	0	0	0
IBPFAHIO_01879	tig00000001	1882276	1882794	+	519	0	0	0	0	0	0	0	0	0
IBPFAHIO_01880	tig00000001	1883092	1883550	+	459	0	1	0	67	0	0	0	0	0
IBPFAHIO_01881	tig00000001	1883563	1887600	+	4038	247	215	439	125	98	42	104	73	433
IBPFAHIO_01882	tig00000001	1887600	1888376	+	777	0	144	162	75	169	86	140	37	121
IBPFAHIO_01883	tig00000001	1888379	1888912	+	534	0	0	0	0	0	0	0	0	0
IBPFAHIO_01884	tig00000001	1888905	1890602	+	1698	0	0	0	0	0	100	0	36	115
IBPFAHIO_01885	tig00000001	1890676	1891569	+	894	7	0	0	0	0	0	0	0	62
IBPFAHIO_01886	tig00000001	1891753	1892427	+	675	0	0	0	0	0	0	0	0	0
IBPFAHIO_01887	tig00000001	1892445	1893470	+	1026	0	0	0	0	0	0	0	0	0
IBPFAHIO_01888	tig00000001	1893559	1894425	+	867	57	57	0	116	0	116	0	0	0
IBPFAHIO_01889	tig00000001	1894462	1895838	+	1377	0	0	0	0	0	0	0	0	2
IBPFAHIO_01890	tig00000001	1895939	1897135	-	1197	273	221	245	74	0	189	69	86	181
IBPFAHIO_01891	tig00000001	1897259	1897921	-	663	0	0	0	0	0	0	0	0	0
